Keyword,Product Name,Price (per Kg),Product URL,Company,Company URL,City,Address,Rating,Phone
Sand casting,High Pressure Aluminum Sand Castings,350,https://www.indiamart.com/proddetail/aluminum-sand-castings-8028509591.html?pos=5&kwd=sand casting&tags=A||||8281.036|Price|product|||TS|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4|r=4,Meta Lab Engineers.,https://www.metalabengineers.co.in/?pos=5&kwd=sand casting&tags=A||||8281.036|Price|product|||TS|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4,Vadodara,"42-1, Meta Lab Engineers, GIDC Estate, Makarpura,, Vadodara - 390010, Dist.Vadodara, Gujarat",4.4,8048986432
Sand casting,S G IRON Black Sand Castings FOR AGRICULTURE PARTS,100,https://www.indiamart.com/proddetail/sand-castings-for-agriculture-parts-2850624650973.html?pos=7&kwd=sand casting&tags=A||||8661.854|Price|product|||TS|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4|r=4,Aay Ess Casting,https://www.aayesscastings.com/?pos=7&kwd=sand casting&tags=A||||8661.854|Price|product|||TS|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4,Ludhiana,"Plot No. B-XXIX-536/49A, Industrial Area-C, Sua Road, Eastman Chowk, Ludhiana - 141014, Dist.Ludhiana, Punjab",4.3,8048613908
Sand casting,Stainless Steel Medium Pressure S.s. Sand Casting,150,https://www.indiamart.com/proddetail/s-s-sand-casting-2855204023355.html?pos=8&kwd=sand casting&tags=A||||8211.142|Price|product|||TS|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4|r=3,AMF Castings And Engineering,https://www.indiamart.com/amfcastings/?pos=8&kwd=sand casting&tags=A||||8211.142|Price|product|||TS|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4,Mumbai,"1st Floor,, 4, Nand Bhuvan, Bajaj Road, Vileparle West, Mumbai - 400056, Dist.Mumbai, Maharashtra",3.6,8047646540
Sand casting,Grey Medium Pressure Rotor Sand Casting,95,https://www.indiamart.com/proddetail/rotor-sand-casting-7889335848.html?pos=9&kwd=sand casting&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4|r=4,Poonam Metals,https://www.poonammetals.co.in/?pos=9&kwd=sand casting&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4,Rajkot,"POONAM METALS Metoda, G. I. D. C., Plot No. G-1330, Opposite Kishan Auto Kishan Gate No. 6, Kalawad Road, Rajkot - 360021, Dist.Rajkot, Gujarat",4.7,8048619268
Sand casting,Sand Castings,85,https://www.indiamart.com/proddetail/sand-castings-2851737158430.html?pos=10&kwd=sand casting&tags=A||||8038.093|Price|product|||MDC|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4|r=4,Vishwaraj Engineering,https://www.indiamart.com/vishwaraj-engineering-rajkot/?pos=10&kwd=sand casting&tags=A||||8038.093|Price|product|||MDC|rsf:gd-|-qr_nm:gd|res:RC3|com-cf:nl|ptrs:na|ktp:N0|mc:2287|cat:133|mtp:S|qry_typ:P|lang:en|wc:2|flavl:0|cs:7530|v=4,Rajkot,"Shop No 404, Aradhana Complex, Kenal Road, Rajkot - 360002, Dist.Rajkot, Gujarat",4.5,7942533744
Low pressure casting,Aluminium DieCastingfor Industrial,200,https://www.indiamart.com/proddetail/aluminium-die-casting-1849968862.html?pos=2&kwd=low pressure casting&tags=||||8211.142|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4|r=4,Shubh Castings,https://www.shubhcastings.in/?pos=2&kwd=low pressure casting&tags=||||8211.142|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4,Mumbai,"C14/15, Dhumal Nagar, Near Bapa Sitaram, Waliv, Mumbai - 401208, Dist.Mumbai, Maharashtra",4.3,8046057321
Low pressure casting,"Carbon Steel Ball ValveCasting,Low Pressure",125,https://www.indiamart.com/proddetail/ball-valve-casting-6592878255.html?pos=3&kwd=low pressure casting&tags=||||8228.275|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4|r=4,Taurus Technocast,https://www.taurustechnocast.in/?pos=3&kwd=low pressure casting&tags=||||8228.275|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4,Ahmedabad,"402/d, Shiromani, Opp. Ocean Park, Satellite Road, Ahmedabad, Ahmedabad - 380015, Dist.Ahmedabad, Gujarat",4.3,8047638982
Low pressure casting,"Aluminium Moulding Press Motor BodyCasting,Low Pressure",200,https://www.indiamart.com/proddetail/motor-body-casting-2853886866248.html?pos=4&kwd=low pressure casting&tags=||||8938.129|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4|r=4,AaRyeM Exports,https://www.aaryemexports.com/?pos=4&kwd=low pressure casting&tags=||||8938.129|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4,Gummidipoondi,"34/35, Raman Nagar, Pudupettai Village, Gummidipoondi - 601201, Dist.Tiruvallur, Tamil Nadu",4.2,8046033452
Low pressure casting,"Moulding Press Electric MotorCasting,Low Pressure",500,https://www.indiamart.com/proddetail/electric-motor-casting-2851955252173.html?pos=5&kwd=low pressure casting&tags=||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4,Make Me Furniture Exports,https://www.indiamart.com/make-me-furniture-exports/?pos=5&kwd=low pressure casting&tags=||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4,Rajkot,"Rangila Park-2, Har Bhole Pan Street Block No.160, Opp. Shyam Hall, 40 Feet Road, Rajkot - 360002, Dist.Rajkot, Gujarat",No Rating,8047530630
Low pressure casting,AluminumLow PressureDieCasting,650,https://www.indiamart.com/proddetail/low-pressure-die-casting-14794479462.html?pos=6&kwd=low pressure casting&tags=||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4|r=4,Anant Metal,https://www.anantmetal.in/?pos=6&kwd=low pressure casting&tags=||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4,Rajkot,"Survey No.137/1 P/3, Plot No.44, Sardar Ind. Area, Padvala, Shapur, Rajkot - 360024, Dist.Rajkot, Gujarat",4.9,8048954822
Low pressure casting,"Cast IronLow PressureCI IndustrialCasting, Capacity: 1.5 Ton",80,https://www.indiamart.com/proddetail/ci-industrial-casting-2398348891.html?pos=7&kwd=low pressure casting&tags=||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4|r=4,Amazone Castings & Engineering Private Limited,https://www.amazonecastings.com/?pos=7&kwd=low pressure casting&tags=||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4,Rajkot,"Plot No. 52, Survey No. 126, N. H. 8- B, Shantidham Veraval-Shapar District, Rajkot - 360024, Dist.Rajkot, Gujarat",4.5,8048957003
Low pressure casting,Aluminum AluminiumLow PressureDieCasting,200,https://www.indiamart.com/proddetail/aluminium-low-pressure-die-casting-2853501962188.html?pos=10&kwd=low pressure casting&tags=||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4|r=4,Horizon Metal Components,https://www.horizonmetals.in/?pos=10&kwd=low pressure casting&tags=||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:32388|cat:133|qry_typ:P|lang:en|flavl:0|cs:8760|v=4,Rajkot,"Plot 2/13, B/H Rolwell Forze Pvt Ltd, NR.Pardi PGVCL Kishan Cement Gate, Pardi, Rajkot - 360024, Dist.Rajkot, Gujarat",4.2,7942873681
Gravity casting,Aluminum AluminiumGravityDie Castings,400,https://www.indiamart.com/proddetail/aluminium-gravity-die-castings-2853710532130.html?pos=1&kwd=gravity casting&tags=A||||8210.732|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4|r=5,Super Cast Founders & Engineers,https://www.supercast.net/?pos=1&kwd=gravity casting&tags=A||||8210.732|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Vasai,"Gala 10/19, Oberoi Industrial Estate, Chinchpada, Waliv Road, Vasai - 401208, Dist.Palghar, Maharashtra",5,8048601580
Gravity casting,AluminiumGravityDie Casting,300,https://www.indiamart.com/proddetail/gravity-die-casting-2851620111648.html?pos=2&kwd=gravity casting&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4|r=4,Horizon Metal Components,https://www.horizonmetals.in/?pos=2&kwd=gravity casting&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Rajkot,"Plot 2/13, B/H Rolwell Forze Pvt Ltd, NR.Pardi PGVCL Kishan Cement Gate, Pardi, Rajkot - 360024, Dist.Rajkot, Gujarat",4.2,7942873681
Gravity casting,AluminumGravityDie Casting,300,https://www.indiamart.com/proddetail/gravity-die-casting-2853588770033.html?pos=3&kwd=gravity casting&tags=A||||8281.036|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4|r=4,Meta Lab Engineers.,https://www.metalabengineers.co.in/?pos=3&kwd=gravity casting&tags=A||||8281.036|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Vadodara,"42-1, Meta Lab Engineers, GIDC Estate, Makarpura,, Vadodara - 390010, Dist.Vadodara, Gujarat",4.4,8048986432
Gravity casting,"AluminiumGravityCasting, for Machinery Parts",100,https://www.indiamart.com/proddetail/gravity-casting-21087184633.html?pos=4&kwd=gravity casting&tags=BB||||8663.873|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4|r=5,NAT Systems,https://www.indiamart.com/natsystems/?pos=4&kwd=gravity casting&tags=BB||||8663.873|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Bengaluru,"V/49/2,,9TH MAIN ROAD,2ND STAGE PEENYA, Bengaluru - 560058, Dist.Bengaluru, Karnataka",5,8048987408
Gravity casting,GravityCasting,100,https://www.indiamart.com/proddetail/gravity-casting-2853964158697.html?pos=5&kwd=gravity casting&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4|r=2,Anjaney Cast,https://www.indiamart.com/anjaneycast/?pos=5&kwd=gravity casting&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Rajkot,"Plot No.1, Survey No. 28,Shivam Ind. Estate,Beh. Krishna Park, Gondal Road, Rajkot - 360002, Dist.Rajkot, Gujarat",2.9,8046065813
Gravity casting,Aluminum LM6 AluminiumGravityDie Casting,375,https://www.indiamart.com/proddetail/lm6-aluminium-gravity-die-casting-8883135362.html?pos=7&kwd=gravity casting&tags=A||||8769.508|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Super Bearing Alluminium Alloys,https://www.indiamart.com/superbearingalluminiumalloys/?pos=7&kwd=gravity casting&tags=A||||8769.508|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Faridabad,"Plot No.9, Phase 1, S.M.I.E, 20/2, Mathura Road, Faridabad - 121006, Dist.Faridabad, Haryana",No Rating,8048971738
Gravity casting,"Aluminium TerminalGravityDie Castings, For Industrial",230,https://www.indiamart.com/proddetail/aluminium-terminal-gravity-die-castings-21700523812.html?pos=8&kwd=gravity casting&tags=||||8307.81|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4|r=4,Sairam Aluminium Components Private Limited,https://www.indiamart.com/sairamaluminiumcomponents/?pos=8&kwd=gravity casting&tags=||||8307.81|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Pune,"Survey No. 125, Flat No. 306, B Wing, Renuka Tulsi Building, Walhekarwadi, CH S.no. 125, Flat No 306, B Wing, Renuka, Pune - 411033, Dist.Pune, Maharashtra",4,8048986501
Gravity casting,Aluminium LEDGRAVITYDIE CASTING,300,https://www.indiamart.com/proddetail/led-gravity-die-casting-2851323765312.html?pos=9&kwd=gravity casting&tags=BA||||8211.142|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Rajesh Metal Corporation,https://www.indiamart.com/rajeshmetalcorporation/?pos=9&kwd=gravity casting&tags=BA||||8211.142|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Mumbai,"Yadav Nagar Gala No.1, Mohan Vishwakarma Chawl, Khairani Road, Sakinaka, Mumbai - 400072, Dist.Mumbai, Maharashtra",No Rating,7942637893
Gravity casting,"AluminiumGravityDie Casting, For Industrial, Packaging Type: Box",400,https://www.indiamart.com/proddetail/gravity-die-casting-25152747748.html?pos=10&kwd=gravity casting&tags=A||||8769.508|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4|r=5,Rajendra Industries,https://www.rajendraindustries.net.in/?pos=10&kwd=gravity casting&tags=A||||8769.508|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:11131|cat:133|qry_typ:S|lang:en|flavl:0|cs:8745|v=4,Faridabad,"Plot No. 33, Village Jajru, Ballabgrah, Faridabad - 121004, Dist.Faridabad, Haryana",5,8046039696
Cold forging,"Mild Steel (MS) Cold Forged And Formed Components Manufacturers in India, For Industrial",30,https://www.indiamart.com/proddetail/cold-forged-and-formed-components-manufacturers-2850951187488.html?pos=2&kwd=cold forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,MNC International,https://www.mncexport.com/?pos=2&kwd=cold forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Rajkot,"E 101, First Floor, Serenity Garden, Kalavad Marg, Rajkot - 360005, Dist.Rajkot, Gujarat",4.8,8047653986
Cold forging,Cold Forged Components,26,https://www.indiamart.com/proddetail/cold-forged-components-25954513448.html?pos=4&kwd=cold forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,Madhav Industries,https://www.madhavind.net/?pos=4&kwd=cold forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Rajkot,"Ground Area, Shed No. 15-16, G-505/4, Gidc Lodhika, Kalawad Road, Lodhika Gidc, Rajkot - 360021, Dist.Rajkot, Gujarat",4.3,8048605398
Cold forging,"Mild Steel Automotive Cap ColdForgingPart, For Automobile Industry",55,https://www.indiamart.com/proddetail/mild-steel-automotive-cap-cold-forging-part-25924838612.html?pos=5&kwd=cold forging&tags=A||||8661.854|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,Shakti Industries,https://www.indiamart.com/shakti-industriesludhiana/?pos=5&kwd=cold forging&tags=A||||8661.854|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Ludhiana,"F-314, Phase VIII, Focal Point, Ludhiana - 141010, Dist.Ludhiana, Punjab",4.7,8048972565
Cold forging,"Mild Steel Cold Forged Collar Cup, Size: 5.5 Inch, Shape: Round",25,https://www.indiamart.com/proddetail/cold-forged-collar-cup-20893758162.html?pos=6&kwd=cold forging&tags=BA||||8661.854|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,Vineet Industries,https://www.vineetindustries.com/?pos=6&kwd=cold forging&tags=BA||||8661.854|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Ludhiana,"F-315,, Focal Point, Phase-viii, Ludhiana - 141010, Dist.Ludhiana, Punjab",4.8,8047638543
Cold forging,Cold Forgings,54,https://www.indiamart.com/proddetail/cold-forgings-25465548355.html?pos=8&kwd=cold forging&tags=A||||8236.301|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=3,Krishna Copper Limited,https://www.groupkrishna.com/?pos=8&kwd=cold forging&tags=A||||8236.301|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Pardi,"A2/32-33, Gidc Industrial Estate Killa Pardi, Gidc Killa Pardi Behind Hotel Fountain, Killa Pardi, Pardi - 396125, Dist.Valsad, Gujarat",3.8,8048988853
Cold forging,"Polished ColdForgingBall Stud, For Automobile Industry",33,https://www.indiamart.com/proddetail/cold-forging-ball-stud-12439319673.html?pos=9&kwd=cold forging&tags=BA||||8769.508|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=3,Kapur Fasteners Private Limited,https://www.indiamart.com/kapurfasteners/?pos=9&kwd=cold forging&tags=BA||||8769.508|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Faridabad,"Sector 25 Road, Krishna Colony, Ballabhgarh, Faridabad - 121004, Dist.Faridabad, Haryana",3.3,8046049295
Cold forging,"Round ColdForgingParts, For Automobile Industry",200,https://www.indiamart.com/proddetail/cold-forging-parts-21719784433.html?pos=10&kwd=cold forging&tags=BA||||8307.81|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=5,Nu Way Industries Private Limited,https://www.nuwayindustries.co.in/?pos=10&kwd=cold forging&tags=BA||||8307.81|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:24259|cat:100|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Pune,"Plot No. 612 & 613, Radhika Industrial Estate Valu Phata, Pune Satara Road, Taluka Bhor, Pune - 412205, Dist.Pune, Maharashtra",5,8048602540
